Season,Round,Date,Time,Home_Team,Away_Team,FT_Home_Goals,FT_Away_Goals,HT_Home_Goals,HT_Away_Goals,Total_Goals,HST,AST,HC,AC,HR,AR,AH_Result,OU_Result,Home_Elo,Away_Elo,Elo_Diff,Home_Avg_GS,Home_Avg_GA,Home_Avg_ST,Home_Avg_Corners,Away_Avg_GS,Away_Avg_GA,Away_Avg_ST,Away_Avg_Corners,Home_GS_AtHome,Home_GA_AtHome,Away_GS_AtAway,Away_GA_AtAway,Home_Attack_Eff,Home_Defense_Pressure,Away_Attack_Eff,Away_Defense_Pressure,Home_Days_Rest,Away_Days_Rest,Rest_Diff,H2H_Home_WinRate,H2H_Avg_Goals,Attack_Diff,Defense_Diff,Form_Diff
2021-2022,31,2021-04-04,19:00,水晶宫,阿森纳,3,0,2,0,3,5,3,0,2,0,0,1,1,1491.657676105613,1651.8622551788112,-160.20457907319815,0.8,1.2,4.2,4.6,2.4,1.6,4.6,4.0,0.6,0.4,2.2,1.2,0.1444444444444444,0.3,0.4457142857142857,0.2957142857142857,3.0,1.0,2.0,0.3333333333333333,3.0,-1.6,0.4000000000000001,-1.1999999999999995
2020-2021,30,2021-04-04,11:00,南安普敦,伯恩利,3,2,2,2,5,9,5,6,7,0,0,1,1,1429.7293868383165,1486.916470181212,-57.18708334289545,1.0,1.8,4.2,5.4,0.8,1.8,3.8,3.4,1.2,2.2,1.8,1.2,0.169047619047619,0.5133333333333334,0.1485714285714285,0.3933333333333333,2.0,2.0,0.0,0.5,2.6666666666666665,0.1999999999999999,0.0,0.1999999999999999
2022-2023,7,2021-04-04,18:45,伯恩茅斯,布莱顿,0,2,0,1,2,3,6,5,5,0,0,-1,-1,1419.0076993173618,1466.5480202664853,-47.5403209491235,1.2,2.2,3.6,3.6,1.4,1.0,6.0,7.0,1.2,1.4,1.4,1.2,0.3571428571428571,0.3933333333333333,0.2249999999999999,0.2214285714285714,3.0,2.0,1.0,0.3333333333333333,2.333333333333333,-0.1999999999999999,-1.2000000000000002,-1.4
2020-2021,30,2021-04-04,15:30,阿斯顿维拉,富勒姆,3,1,0,0,4,4,7,4,4,0,0,1,1,1518.882408215021,1437.6978144530967,81.18459376192459,1.0,1.2,2.8,6.0,0.6,2.0,2.6,5.6,1.4,0.6,1.0,1.0,0.32,0.3299999999999999,0.25,0.3285714285714285,0.0,3.0,-3.0,1.0,3.0,0.4,0.8,1.2
2020-2021,30,2021-04-04,18:30,曼彻斯特联,布莱顿,2,1,0,1,3,7,3,5,6,0,0,1,1,1654.6435272776432,1469.7981328568544,184.8453944207888,1.0,1.0,4.0,5.4,1.6,1.0,6.2,7.8,1.0,0.6,1.4,1.2,0.19,0.3333333333333333,0.2583333333333333,0.2214285714285714,2.0,0.0,2.0,1.0,4.0,-0.6000000000000001,0.0,-0.6000000000000001
2022-2023,8,2021-04-04,19:00,切尔西,利物浦,0,0,0,0,0,3,4,3,5,0,0,-1,-1,1591.8246291605171,1675.300817794776,-83.47618863425896,1.2,2.6,6.8,10.0,1.8,0.8,3.6,4.0,1.2,2.6,1.8,0.8,0.1988095238095238,0.6095238095238095,0.6023809523809522,0.1,1.0,1.0,0.0,0.6666666666666666,1.6666666666666667,-0.6000000000000001,-1.8,-2.4000000000000004
2022-2023,7,2021-04-04,18:45,利兹联,诺丁汉森林,2,1,2,1,3,6,1,11,4,0,0,1,1,1464.1836299022068,1470.4431221188438,-6.259492216637,2.0,1.8,4.8,4.6,1.0,2.4,4.4,4.6,1.4,1.0,0.6,2.0,0.4566666666666666,0.45,0.2352380952380952,0.6790476190476191,1.0,3.0,-2.0,0.0,1.0,1.0,0.5999999999999999,1.6
2022-2023,25,2021-04-05,19:00,曼彻斯特联,布伦特福德,1,0,1,0,1,3,1,12,3,0,0,0,-1,1657.8936398680123,1507.9870643754195,149.90657549259276,1.4,1.2,4.6,5.0,2.2,1.4,4.8,4.6,1.4,0.8,2.0,1.4,0.2471428571428571,0.4166666666666666,0.4666666666666666,0.365,1.0,3.0,-2.0,1.0,4.0,-0.8000000000000003,0.1999999999999999,-0.6000000000000003
2020-2021,30,2021-04-05,17:00,埃弗顿,水晶宫,1,1,0,0,2,7,6,3,4,0,0,-1,-1,1458.708039581792,1503.3733651886996,-44.66532560690757,1.0,1.2,3.6,4.4,1.2,1.2,4.4,4.0,0.8,0.8,1.6,2.0,0.2833333333333333,0.3038095238095238,0.2144444444444444,0.3,2.0,1.0,1.0,0.6666666666666666,3.333333333333333,-0.1999999999999999,0.0,-0.1999999999999999
2020-2021,30,2021-04-05,19:15,狼队,西汉姆联,2,3,1,3,5,5,6,4,2,0,0,-1,1,1505.6687096230376,1548.7425593145606,-43.07384969152304,1.4,2.0,5.4,3.4,1.4,1.6,2.6,3.2,2.0,1.8,0.4,2.2,0.38,0.4185714285714286,0.625,0.3857142857142857,3.0,2.0,1.0,0.6666666666666666,1.0,0.0,-0.3999999999999999,-0.3999999999999999
2022-2023,7,2021-04-05,19:00,西汉姆联,纽卡斯尔联,1,5,1,2,6,2,8,7,6,0,0,-1,1,1560.3665194448065,1523.834106948558,36.532412496248526,2.0,1.8,3.8,3.0,1.0,2.2,4.0,5.0,1.8,1.2,0.6,2.2,0.6,0.4157142857142857,0.3333333333333333,0.4133333333333333,0.0,1.0,-1.0,0.3333333333333333,2.0,1.0,0.4000000000000001,1.4
2021-2022,19,2021-04-06,18:30,伯恩利,埃弗顿,3,2,1,2,5,4,4,9,6,0,0,1,1,1478.142525563185,1457.1287106719126,21.013814891272432,1.0,2.2,3.4,3.8,1.0,1.0,4.2,3.6,0.4,2.0,1.0,2.2,0.2,0.41,0.2619047619047619,0.2571428571428572,2.0,1.0,1.0,0.5,3.0,0.0,-1.2000000000000002,-1.2000000000000002
2021-2022,32,2021-04-08,19:00,纽卡斯尔联,狼队,1,0,0,0,1,4,2,1,2,0,0,1,-1,1549.4664663269368,1503.9671724788495,45.49929384808729,2.0,2.2,4.4,4.8,1.8,2.4,5.4,3.6,1.8,1.0,0.8,1.4,0.4583333333333333,0.4466666666666666,0.4599999999999999,0.4685714285714285,3.0,3.0,0.0,0.6666666666666666,2.333333333333333,0.1999999999999999,0.1999999999999997,0.3999999999999997
2022-2023,30,2021-04-08,11:30,曼彻斯特联,埃弗顿,2,0,1,0,2,11,1,10,4,0,0,1,-1,1661.7289532138475,1450.4774321492523,211.25152106459493,1.0,0.8,4.0,6.6,1.4,1.4,4.6,3.8,1.6,0.8,1.2,2.8,0.2138095238095238,0.25,0.3619047619047619,0.3404761904761905,3.0,2.0,1.0,0.8333333333333334,4.333333333333333,-0.3999999999999999,0.5999999999999999,0.1999999999999999
2022-2023,30,2021-04-08,14:00,莱斯特城,伯恩茅斯,0,1,0,1,1,3,5,11,4,0,0,-1,-1,1526.684802138775,1407.5091591703442,119.1756429684308,1.0,1.6,3.0,2.6,1.0,1.8,3.8,3.8,1.8,1.6,0.6,1.8,0.3166666666666666,0.2977777777777778,0.2571428571428571,0.2999999999999999,4.0,4.0,0.0,0.6666666666666666,3.0,0.0,0.1999999999999999,0.1999999999999999
2022-2023,30,2021-04-08,14:00,布伦特福德,纽卡斯尔联,1,2,1,0,3,6,4,6,5,0,0,-1,1,1504.1517510295844,1537.573301167471,-33.4215501378867,1.8,1.6,4.0,4.6,2.2,1.6,5.0,4.8,1.4,1.2,1.6,2.2,0.3866666666666666,0.4316666666666666,0.5083333333333333,0.3466666666666667,3.0,0.0,3.0,0.1666666666666666,4.666666666666667,-0.4000000000000001,0.0,-0.4000000000000001
2022-2023,30,2021-04-08,16:30,南安普敦,曼彻斯特城,1,4,0,1,5,1,8,0,10,0,0,-1,1,1438.5033314563434,1808.3150044166227,-369.81167296027934,1.4,1.8,5.2,5.8,2.2,0.2,5.8,4.8,1.6,2.2,1.6,0.0,0.1857142857142857,0.5266666666666666,0.3523809523809523,0.25,4.0,5.0,-1.0,0.1666666666666666,3.333333333333333,-0.8000000000000003,-1.6,-2.4000000000000004
2022-2023,30,2021-04-08,14:00,狼队,切尔西,1,0,1,0,1,4,1,8,8,0,0,1,-1,1494.0447494927917,1591.3493938951488,-97.3046444023571,1.4,2.0,4.2,3.6,1.0,2.6,6.8,9.2,1.6,2.4,2.2,0.4,0.41,0.4185714285714285,0.1321428571428571,0.6095238095238095,0.0,4.0,-4.0,0.6666666666666666,1.0,0.3999999999999999,0.6000000000000001,1.0
2022-2023,30,2021-04-08,14:00,托特纳姆热刺,布莱顿,2,1,1,1,3,3,4,3,7,0,0,1,1,1615.2426471975257,1478.046560413503,137.19608678402255,3.0,1.4,4.2,4.2,1.8,1.0,6.8,7.8,4.0,0.8,1.6,1.4,0.73,0.5523809523809524,0.2733333333333333,0.2214285714285714,4.0,4.0,0.0,0.6666666666666666,2.0,1.2,-0.3999999999999999,0.8
2022-2023,30,2021-04-08,14:00,阿斯顿维拉,诺丁汉森林,2,0,0,0,2,3,2,1,8,0,0,1,-1,1537.3088799982584,1463.0775733017206,74.23130669653779,1.6,1.2,3.4,5.6,1.2,2.0,4.0,4.8,1.2,0.8,0.6,2.4,0.47,0.2919047619047619,0.4352380952380952,0.5857142857142856,4.0,4.0,0.0,0.5,2.0,0.4000000000000001,0.8,1.2000000000000002
2022-2023,30,2021-04-08,14:00,富勒姆,西汉姆联,0,1,0,1,1,4,7,6,6,0,0,-1,-1,1432.486315347833,1546.6273252258934,-114.14100987806046,0.6,2.6,3.4,5.6,2.0,2.2,4.0,3.8,0.4,2.0,0.8,2.2,0.2023809523809523,0.4785714285714285,0.5,0.3907142857142857,4.0,3.0,1.0,0.0,3.0,-1.4,-0.3999999999999999,-1.7999999999999998
2021-2022,32,2021-04-09,14:00,沃特福德,利兹联,0,3,0,1,3,1,5,3,8,0,0,-1,1,1389.9380370303363,1459.6555130869906,-69.71747605665428,0.8,2.0,3.2,2.4,1.6,1.6,5.2,6.0,0.6,2.6,2.0,2.2,0.1714285714285714,0.4719047619047619,0.3233333333333333,0.6,7.0,5.0,2.0,0.0,1.0,-0.8,-0.3999999999999999,-1.2
2021-2022,32,2021-04-09,14:00,阿森纳,布莱顿,1,2,0,1,3,4,3,11,2,0,0,-1,1,1643.8633839060783,1473.9793129731686,169.88407093290994,2.2,2.2,4.6,3.4,1.4,1.4,6.4,8.6,2.0,1.6,1.6,1.4,0.379047619047619,0.4157142857142857,0.2233333333333333,0.388095238095238,5.0,1.0,4.0,0.8333333333333334,2.333333333333333,0.8000000000000003,-0.8000000000000003,0.0
2022-2023,30,2021-04-09,15:30,利物浦,阿森纳,2,2,1,2,4,6,5,5,4,0,0,0,1,1675.7760530601445,1640.146566095725,35.62948696441981,1.6,0.8,3.6,4.6,1.6,2.4,4.4,4.6,2.0,0.4,2.0,1.6,0.5523809523809523,0.1,0.269047619047619,0.4990476190476191,5.0,0.0,5.0,1.0,3.0,0.0,1.6,1.6
2021-2022,32,2021-04-09,11:30,埃弗顿,曼彻斯特联,1,0,1,0,1,3,4,5,7,0,0,1,-1,1447.620162707429,1664.586222655671,-216.966059948242,1.2,1.8,4.2,3.6,1.2,0.8,5.4,7.4,0.8,1.0,0.6,2.6,0.2952380952380952,0.3768398268398268,0.2001731601731601,0.2,1.0,1.0,0.0,0.1666666666666666,4.0,0.0,-1.0,-1.0
2021-2022,32,2021-04-09,16:30,阿斯顿维拉,托特纳姆热刺,0,4,0,1,4,8,5,9,3,0,0,-1,1,1542.67609257671,1619.3098946378598,-76.63380206114971,2.0,0.8,3.8,4.8,2.8,1.0,4.2,4.2,1.6,0.8,2.2,1.6,0.6033333333333333,0.1585714285714285,0.6633333333333333,0.5166666666666667,1.0,1.0,0.0,0.3333333333333333,2.333333333333333,-0.7999999999999998,0.1999999999999999,-0.5999999999999999
2022-2023,30,2021-04-09,13:00,利兹联,水晶宫,1,5,1,1,6,7,8,2,4,0,0,-1,1,1471.54917871933,1504.952694098579,-33.40351537924903,1.8,1.4,5.4,6.2,1.4,1.4,5.4,4.4,1.4,0.8,1.0,2.0,0.3433333333333334,0.5666666666666667,0.2477777777777778,0.3285714285714285,0.0,4.0,-4.0,0.6666666666666666,2.6666666666666665,0.4000000000000001,0.0,0.4000000000000001
2021-2022,32,2021-04-09,14:00,南安普敦,切尔西,0,6,0,4,6,1,14,3,3,0,0,-1,1,1435.010727188503,1581.4269709090909,-146.41624372058777,1.6,2.2,5.2,5.2,0.6,2.4,5.6,9.2,1.6,2.6,2.0,0.6,0.3857142857142857,0.5466666666666666,0.075,0.5261904761904762,1.0,1.0,0.0,0.6666666666666666,3.0,1.0,0.1999999999999997,1.1999999999999995
2020-2021,31,2021-04-09,19:00,富勒姆,狼队,0,1,0,0,1,3,3,3,4,0,0,-1,-1,1422.893101729804,1497.9261993041368,-75.03309757433271,0.6,2.2,3.8,6.0,1.2,1.2,3.4,4.2,0.2,2.0,0.6,0.8,0.2023809523809523,0.4214285714285714,0.41,0.2185714285714285,1.0,1.0,0.0,0.1666666666666666,1.3333333333333333,-0.6,-1.0000000000000002,-1.6
2021-2022,32,2021-04-10,15:30,曼彻斯特城,利物浦,2,2,2,1,4,5,4,4,1,0,0,-1,1,1811.807608684463,1672.0592352497906,139.74837343467243,2.4,0.4,6.0,6.4,1.6,1.2,4.2,4.4,3.0,1.2,1.4,0.8,0.3666666666666666,0.4,0.4857142857142856,0.18,2.0,1.0,1.0,0.8333333333333334,4.0,0.7999999999999998,0.7999999999999999,1.6
2021-2022,32,2021-04-10,13:00,布伦特福德,西汉姆联,2,0,0,0,2,6,4,6,7,0,0,1,-1,1492.2585858701186,1556.2205388439222,-63.96195297380359,1.8,1.8,4.8,4.2,1.6,1.6,4.4,4.4,1.4,1.4,1.0,1.4,0.3199999999999999,0.3316666666666666,0.4085714285714285,0.305,2.0,2.0,0.0,1.0,2.5,0.1999999999999999,-0.1999999999999999,0.0
2021-2022,32,2021-04-10,13:00,诺维奇,伯恩利,2,0,1,0,2,7,1,4,6,0,0,1,-1,1343.7766420428518,1484.793804085845,-141.01716204299328,0.6,2.0,3.0,3.6,1.6,1.8,4.0,4.6,1.0,2.4,1.6,1.8,0.181547619047619,0.2873015873015873,0.35,0.35,8.0,4.0,4.0,0.1666666666666666,1.3333333333333333,-1.0,-0.1999999999999999,-1.2
2021-2022,32,2021-04-10,13:00,莱斯特城,水晶宫,2,1,2,0,3,3,3,3,4,0,0,1,1,1511.0985109536127,1516.8463597309185,-5.747848777305762,0.6,1.6,2.8,4.4,2.4,1.4,6.4,4.4,1.6,1.2,1.6,2.2,0.2166666666666666,0.3044444444444444,0.3727777777777777,0.3171428571428571,2.0,1.0,1.0,0.3333333333333333,1.6666666666666667,-1.7999999999999998,-0.2000000000000001,-2.0
2020-2021,31,2021-04-10,16:30,水晶宫,切尔西,1,4,0,3,5,1,10,0,8,0,0,-1,1,1509.4945098182536,1590.0988958324506,-80.60438601419696,2.4,1.0,6.2,4.4,1.8,2.0,6.8,7.2,1.2,0.4,2.4,0.6,0.3894444444444444,0.2904761904761904,0.1607142857142857,0.3261904761904762,0.0,1.0,-1.0,0.0,2.0,0.5999999999999999,1.0,1.6
2020-2021,31,2021-04-10,14:00,利物浦,阿斯顿维拉,2,1,0,1,3,10,5,7,0,0,0,-1,1,1678.0393847305083,1532.0045714655207,146.03481326498763,1.8,0.8,4.8,4.4,1.6,1.6,5.0,6.2,2.4,0.6,1.4,1.2,0.3857142857142857,0.16,0.4033333333333333,0.3185714285714286,0.0,1.0,-1.0,0.6666666666666666,4.666666666666667,0.1999999999999999,0.8,1.0
2020-2021,31,2021-04-11,15:30,托特纳姆热刺,曼彻斯特联,1,3,1,0,4,3,7,7,5,0,0,-1,1,1629.9814157490491,1651.3413406950517,-21.35992494600237,3.0,0.8,4.4,3.8,1.2,0.6,6.0,8.0,3.4,1.0,0.6,2.8,0.6733333333333332,0.3166666666666666,0.2001731601731601,0.2,2.0,2.0,0.0,0.0,3.333333333333333,1.8,-0.2,1.6
2020-2021,31,2021-04-11,13:05,西汉姆联,莱斯特城,3,2,2,0,5,4,5,1,9,0,0,1,1,1547.2540931858025,1518.4503608662776,28.803732319524897,1.4,2.0,4.8,4.8,0.8,1.4,3.0,4.8,1.8,2.0,1.0,1.4,0.3085714285714285,0.3716666666666666,0.25,0.3266666666666666,1.0,1.0,0.0,0.5,3.0,0.5999999999999999,-0.6000000000000001,-2.220446049250313e-16
2020-2021,31,2021-04-11,11:00,伯恩利,纽卡斯尔联,1,2,1,0,3,4,5,13,3,0,0,-1,1,1473.6186895543285,1555.5074395016495,-81.888749947321,1.4,2.0,3.2,5.4,2.2,1.8,4.6,4.4,1.0,2.0,1.6,2.2,0.31,0.3404761904761904,0.5416666666666666,0.38,1.0,3.0,-2.0,0.1666666666666666,1.6666666666666667,-0.8000000000000003,-0.1999999999999999,-1.0000000000000002
2020-2021,31,2021-04-11,18:00,谢菲尔德联队,阿森纳,0,3,0,1,3,2,5,2,4,0,0,-1,1,1399.342377142826,1627.354786957784,-228.0124098149581,0.4,2.2,1.4,4.2,1.4,2.2,4.0,4.4,0.8,1.4,1.8,1.6,0.375,0.2799999999999999,0.2633333333333333,0.4457142857142857,8.0,2.0,6.0,0.5,2.0,-1.0,0.0,-1.0
2020-2021,31,2021-04-12,19:15,布莱顿,埃弗顿,0,0,0,0,0,3,1,10,3,0,0,-1,-1,1490.4879099214631,1460.8650446680483,29.6228652534146,1.2,1.0,4.0,6.2,1.0,1.4,4.2,4.2,1.4,1.0,0.8,2.8,0.3166666666666666,0.3005952380952381,0.2285714285714285,0.3196969696969697,3.0,3.0,0.0,0.6666666666666666,5.333333333333333,0.1999999999999999,0.3999999999999999,0.5999999999999999
2020-2021,31,2021-04-12,17:00,西布罗姆维奇,南安普敦,3,0,2,0,3,6,4,5,10,0,0,1,1,1431.360557384129,1426.3388022651434,5.0217551189855385,1.2,0.8,3.2,5.0,1.0,2.8,4.0,3.8,0.8,0.8,1.0,1.4,0.2428571428571428,0.2,0.3,0.4323809523809523,9.0,3.0,6.0,0.0,2.0,0.1999999999999999,2.0,2.2
2022-2023,31,2021-04-15,14:00,南安普敦,水晶宫,0,2,0,0,2,4,2,6,2,0,0,-1,0,1419.2727513843854,1498.9368383686488,-79.66408698426335,0.8,3.2,3.6,4.4,2.2,1.6,4.6,2.4,1.4,3.4,1.6,1.8,0.2666666666666666,0.4657142857142856,0.5449999999999999,0.2704761904761905,3.0,5.0,-2.0,0.1666666666666666,2.0,-1.4,-1.6,-3.0000000000000004
2022-2023,31,2021-04-15,16:30,曼彻斯特城,莱斯特城,3,1,3,0,4,4,4,6,2,0,0,-1,1,1787.5411650626422,1511.9966348460716,275.5445302165706,2.2,1.0,6.0,6.4,1.0,1.8,3.4,5.6,2.4,1.8,1.0,1.8,0.3752380952380952,0.5,0.2633333333333333,0.4366666666666667,5.0,4.0,1.0,1.0,4.0,1.2000000000000002,0.8,2.0
2022-2023,31,2021-04-15,11:30,阿斯顿维拉,纽卡斯尔联,3,0,1,0,3,6,2,7,2,0,0,1,1,1528.0996951295997,1566.028251521168,-37.92855639156846,1.6,1.6,5.0,4.4,2.4,1.0,5.4,4.4,1.0,1.6,2.0,2.2,0.4033333333333333,0.2785714285714286,0.4216666666666667,0.2633333333333333,5.0,4.0,1.0,0.5,1.6666666666666667,-0.7999999999999998,-0.6000000000000001,-1.4
2022-2023,31,2021-04-15,14:15,托特纳姆热刺,伯恩茅斯,2,3,1,1,5,8,6,8,1,0,0,-1,1,1617.7558498134042,1423.0954503555065,194.6603994578977,2.8,1.4,4.4,3.6,0.8,1.2,4.0,4.4,2.8,1.4,0.8,1.4,0.6066666666666667,0.4023809523809524,0.1971428571428571,0.2333333333333333,4.0,7.0,-3.0,0.8333333333333334,3.333333333333333,2.0,-0.1999999999999999,1.7999999999999998
2022-2023,31,2021-04-15,14:00,埃弗顿,富勒姆,1,3,1,1,4,7,7,4,8,0,0,-1,1,1464.431912932326,1412.1757309067823,52.25618202554347,0.8,1.2,3.2,4.2,0.6,1.8,4.4,5.8,0.8,0.6,1.0,1.6,0.1952380952380952,0.2196969696969696,0.1619047619047619,0.4023809523809524,3.0,6.0,-3.0,0.5,2.333333333333333,0.2,0.6000000000000001,0.8000000000000003
2022-2023,31,2021-04-15,14:00,狼队,布伦特福德,2,0,1,0,2,9,3,5,2,0,0,1,-1,1508.6435701271585,1501.2250315282383,7.418538598920122,1.2,1.0,3.8,4.4,2.0,1.4,4.8,4.4,1.8,2.2,2.0,1.4,0.2766666666666666,0.19,0.3533333333333333,0.2316666666666666,6.0,5.0,1.0,1.0,3.0,-0.8,0.3999999999999999,-0.4000000000000001
2022-2023,31,2021-04-15,14:00,切尔西,布莱顿,1,2,1,1,3,2,10,2,8,0,0,-1,1,1600.6565672820554,1486.9210416571857,113.73552562486977,2.4,1.4,7.2,6.4,1.2,1.0,3.8,6.0,1.0,2.6,1.6,1.2,0.2157142857142857,0.3928571428571429,0.3166666666666666,0.2404761904761904,5.0,3.0,2.0,0.3333333333333333,3.0,1.2,-0.3999999999999999,0.8
2021-2022,33,2021-04-16,14:00,南安普敦,阿森纳,1,0,1,0,1,3,6,6,8,0,0,1,-1,1408.6881042587054,1634.3999917163762,-225.71188745767083,0.8,3.4,3.8,5.0,1.2,2.0,3.8,4.4,1.4,3.4,1.8,1.6,0.2666666666666666,0.5657142857142856,0.25,0.4057142857142857,1.0,5.0,-4.0,0.1666666666666666,3.0,-0.3999999999999999,-1.4,-1.7999999999999996
2021-2022,33,2021-04-16,14:00,沃特福德,布伦特福德,1,2,0,1,3,4,5,6,5,0,0,-1,1,1379.0686363923426,1494.221899011366,-115.15326261902352,0.8,2.6,3.0,2.4,1.4,1.2,4.4,4.8,0.6,3.0,1.6,1.8,0.1714285714285714,0.5919047619047619,0.2333333333333333,0.236111111111111,7.0,1.0,6.0,0.0,3.0,-0.5999999999999999,-1.4,-2.0
2021-2022,33,2021-04-16,14:00,曼彻斯特联,诺维奇,3,2,2,1,5,9,4,6,7,0,0,-1,1,1670.611014088361,1354.9517565743683,315.6592575139923,1.6,0.6,6.4,7.8,1.0,1.6,4.2,3.2,1.4,0.4,1.0,1.4,0.2458874458874459,0.2,0.2529761904761904,0.2428571428571428,5.0,6.0,-1.0,1.0,3.0,0.6000000000000001,1.0,1.6
2020-2021,32,2021-04-16,19:00,埃弗顿,托特纳姆热刺,2,2,1,1,4,7,3,6,3,0,0,1,1,1450.3101630397275,1585.6926642825745,-135.38250124284696,0.8,1.6,3.2,4.4,2.2,1.8,4.8,4.8,1.0,1.0,2.6,1.0,0.1952380952380952,0.2720779220779221,0.49,0.3023809523809523,1.0,1.0,0.0,0.1666666666666666,2.333333333333333,-1.4,0.1999999999999999,-1.2000000000000002
2022-2023,31,2021-04-16,15:30,诺丁汉森林,曼彻斯特联,0,2,0,1,2,0,8,4,9,0,0,-1,-1,1457.7103607232689,1663.5669066306964,-205.85654590742752,0.8,2.0,3.6,5.8,1.8,0.8,6.8,8.0,1.2,1.2,1.2,1.6,0.3352380952380952,0.5857142857142856,0.2554112554112554,0.2333333333333333,8.0,0.0,8.0,0.0,3.0,-1.0,-1.2,-2.2
2022-2023,31,2021-04-16,13:00,西汉姆联,阿森纳,2,2,1,2,4,3,5,7,2,0,0,1,1,1553.7078192060085,1633.828440796951,-80.12062159094285,1.6,2.2,4.6,4.6,1.2,1.6,4.6,5.8,2.0,2.2,1.6,1.8,0.3785714285714285,0.3516666666666667,0.25,0.3866666666666666,5.0,0.0,5.0,0.1666666666666666,4.333333333333333,0.4000000000000001,-0.6000000000000001,-0.1999999999999999
2021-2022,33,2021-04-16,11:30,托特纳姆热刺,布莱顿,0,1,0,0,1,0,5,4,4,0,0,-1,-1,1600.8550899783204,1502.398675244155,98.45641473416548,2.2,1.8,4.4,4.8,1.2,1.2,4.6,6.6,2.6,1.8,1.6,1.2,0.5433333333333332,0.2928571428571428,0.29,0.3404761904761905,0.0,1.0,-1.0,0.6666666666666666,2.0,1.0000000000000002,-0.6000000000000001,0.4000000000000001
2021-2022,33,2021-04-17,13:15,西汉姆联,伯恩利,1,1,0,1,2,8,1,13,4,0,0,-1,-1,1553.1362682865836,1463.09787753481,90.03839075177348,1.4,2.2,4.0,5.6,1.2,2.2,3.0,7.2,1.8,2.0,1.0,2.2,0.4119047619047619,0.3516666666666667,0.2799999999999999,0.3704761904761904,1.0,6.0,-5.0,0.5,0.6666666666666666,0.1999999999999999,0.0,0.1999999999999999
2022-2023,31,2021-04-17,19:00,利兹联,利物浦,1,6,0,2,7,3,7,4,2,0,0,-1,1,1470.5249137249843,1681.9442610664296,-211.41934734144525,1.8,1.6,5.8,6.0,1.8,1.0,6.2,4.0,1.6,1.8,1.6,1.2,0.3319047619047618,0.5583333333333333,0.2923809523809523,0.2,8.0,7.0,1.0,0.3333333333333333,4.0,0.0,-0.6000000000000001,-0.6000000000000001
2021-2022,33,2021-04-17,13:15,纽卡斯尔联,莱斯特城,2,1,1,1,3,7,2,3,5,0,0,1,1,1557.7960430816163,1509.9319759354612,47.86406714615532,2.0,1.2,4.6,3.4,1.2,2.0,3.8,5.8,1.6,0.8,1.2,2.0,0.355,0.2833333333333333,0.3133333333333333,0.4866666666666667,2.0,2.0,0.0,0.3333333333333333,3.333333333333333,0.8,0.8,1.6
2020-2021,32,2021-04-17,19:15,狼队,谢菲尔德联队,1,0,0,0,1,5,2,3,3,0,0,1,-1,1515.6467026440307,1392.8687233036585,122.7779793403722,1.2,0.8,4.6,4.6,0.4,2.4,1.4,3.8,1.8,1.6,0.2,2.4,0.2411111111111111,0.15,0.375,0.35,2.0,6.0,-4.0,0.5,1.6666666666666667,0.7999999999999999,1.6,2.4
2020-2021,32,2021-04-18,15:00,曼彻斯特联,伯恩利,3,1,0,0,4,9,3,8,3,0,0,1,1,1672.2855937111528,1468.080369500293,204.2052242108598,2.0,0.8,7.8,7.4,1.4,2.0,3.0,7.8,1.8,0.8,1.0,2.2,0.2387445887445887,0.2916666666666666,0.48,0.3288095238095238,2.0,1.0,1.0,0.8333333333333334,2.333333333333333,0.6000000000000001,1.2,1.8
2020-2021,32,2021-04-18,12:30,阿森纳,富勒姆,1,1,0,0,2,5,1,11,1,0,0,-1,-1,1620.931760925817,1426.297480799381,194.6342801264359,1.6,1.4,5.0,5.8,1.0,1.6,4.6,4.8,1.8,1.8,1.6,1.8,0.3299999999999999,0.4,0.2142857142857142,0.3309523809523809,2.0,3.0,-1.0,1.0,3.6666666666666665,0.6000000000000001,0.2000000000000001,0.8000000000000003
2021-2022,30,2021-04-19,19:00,利物浦,曼彻斯特联,4,0,2,0,4,5,1,10,2,0,0,1,1,1688.8429482015622,1675.243647864557,13.59930033700516,2.4,1.2,6.2,4.0,2.2,1.0,7.4,7.0,1.4,0.8,1.4,0.8,0.3780952380952381,0.2666666666666666,0.269047619047619,0.3749999999999999,2.0,1.0,1.0,0.8333333333333334,4.0,0.1999999999999997,-0.1999999999999999,-2.220446049250313e-16
2020-2021,32,2021-04-19,19:00,利兹联,利物浦,1,1,0,1,2,5,7,10,8,0,0,1,-1,1463.6262265898515,1695.685036938256,-232.05881034840425,1.8,2.6,5.8,6.0,3.2,1.2,6.4,5.0,1.4,2.8,2.4,1.4,0.3319047619047618,0.6964285714285714,0.5380952380952382,0.2666666666666666,2.0,0.0,2.0,0.3333333333333333,5.333333333333333,-1.4,-1.4,-2.8
2021-2022,30,2021-04-20,18:45,纽卡斯尔联,水晶宫,1,0,1,0,1,4,2,2,5,0,0,1,-1,1569.4553744126445,1509.5214854943288,59.93388891831569,1.8,1.6,5.2,3.2,2.0,1.6,4.0,2.8,2.0,1.0,2.0,1.6,0.3121428571428571,0.35,0.625,0.2704761904761905,3.0,5.0,-2.0,0.5,1.6666666666666667,-0.1999999999999999,0.0,-0.1999999999999999
